-179.5,-89.5,0.128360
-179.5,-88.5,0.156096
-179.5,-87.5,0.169201
-179.5,-86.5,0.170686
-179.5,-85.5,0.170453
-179.5,-84.5,0.175740
-179.5,-83.5,0.185108
-179.5,-82.5,0.190138
-179.5,-81.5,0.182791
-179.5,-80.5,0.162792
-179.5,-79.5,0.140391
-179.5,-78.5,0.133290
-179.5,-77.5,0.159490
-179.5,-76.5,0.228828
-179.5,-75.5,0.336124
-179.5,-74.5,0.459015
-179.5,-73.5,0.563003
-179.5,-72.5,0.613672
-179.5,-71.5,0.591554
-179.5,-70.5,0.501865
-179.5,-69.5,0.372675
-179.5,-68.5,0.241527
-179.5,-67.5,NaN
-179.5,-66.5,NaN
-179.5,-65.5,NaN
-179.5,-64.5,NaN
-179.5,-63.5,NaN
-179.5,-62.5,NaN
-178.5,-89.5,0.128589
-178.5,-88.5,0.156563
-178.5,-87.5,0.169551
-178.5,-86.5,0.170780
-178.5,-85.5,0.170324
-178.5,-84.5,0.175360
-178.5,-83.5,0.184295
-178.5,-82.5,0.188709
-178.5,-81.5,0.180765
-178.5,-80.5,0.160393
-178.5,-79.5,0.137784
-178.5,-78.5,0.130312
-178.5,-77.5,0.155631
-178.5,-76.5,0.223545
-178.5,-75.5,0.329278
-178.5,-74.5,0.451103
-178.5,-73.5,0.555047
-178.5,-72.5,0.606822
-178.5,-71.5,0.586664
-178.5,-70.5,0.499226
-178.5,-69.5,0.371973
-178.5,-68.5,0.241989
-178.5,-67.5,NaN
-178.5,-66.5,NaN
-178.5,-65.5,NaN
-178.5,-64.5,NaN
-178.5,-63.5,NaN
-178.5,-62.5,NaN
-177.5,-89.5,0.128813
-177.5,-88.5,0.157015
-177.5,-87.5,0.169881
-177.5,-86.5,0.170844
-177.5,-85.5,0.170129
-177.5,-84.5,0.174841
-177.5,-83.5,0.183247
-177.5,-82.5,0.186978
-177.5,-81.5,0.178463
-177.5,-80.5,0.157872
-177.5,-79.5,0.135323
-177.5,-78.5,0.127757
-177.5,-77.5,0.152335
-177.5,-76.5,0.218690
-177.5,-75.5,0.322399
-177.5,-74.5,0.442467
-177.5,-73.5,0.545645
-177.5,-72.5,0.598016
-177.5,-71.5,0.579673
-177.5,-70.5,0.494716
-177.5,-69.5,0.369894
-177.5,-68.5,0.241694
-177.5,-67.5,NaN
-177.5,-66.5,NaN
-177.5,-65.5,NaN
-177.5,-64.5,NaN
-177.5,-63.5,NaN
-177.5,-62.5,NaN
-176.5,-89.5,0.129031
-176.5,-88.5,0.157451
-176.5,-87.5,0.170190
-176.5,-86.5,0.170877
-176.5,-85.5,0.169869
-176.5,-84.5,0.174185
-176.5,-83.5,0.181976
-176.5,-82.5,0.184971
-176.5,-81.5,0.175928
-176.5,-80.5,0.155289
-176.5,-79.5,0.133072
-176.5,-78.5,0.125693
-176.5,-77.5,0.149672
-176.5,-76.5,0.214347
-176.5,-75.5,0.315609
-176.5,-74.5,0.433279
-176.5,-73.5,0.535026
-176.5,-72.5,0.587505
-176.5,-71.5,0.570802
-176.5,-70.5,0.488473
-176.5,-69.5,0.366466
-176.5,-68.5,0.240567
-176.5,-67.5,NaN
-176.5,-66.5,NaN
-176.5,-65.5,NaN
-176.5,-64.5,NaN
-176.5,-63.5,NaN
-176.5,-62.5,NaN
-175.5,-89.5,0.129244
-175.5,-88.5,0.157871
-175.5,-87.5,0.170478
-175.5,-86.5,0.170879
-175.5,-85.5,0.169542
-175.5,-84.5,0.173396
-175.5,-83.5,0.180496
-175.5,-82.5,0.182718
-175.5,-81.5,0.173204
-175.5,-80.5,0.152700
-175.5,-79.5,0.131089
-175.5,-78.5,0.124170
-175.5,-77.5,0.147692
-175.5,-76.5,0.210583
-175.5,-75.5,0.309018
-175.5,-74.5,0.423716
-175.5,-73.5,0.523430
-175.5,-72.5,0.575566
-175.5,-71.5,0.560309
-175.5,-70.5,0.480679
-175.5,-69.5,0.361761
-175.5,-68.5,0.238566
-175.5,-67.5,NaN
-175.5,-66.5,NaN
-175.5,-65.5,NaN
-175.5,-64.5,NaN
-175.5,-63.5,NaN
-175.5,-62.5,NaN
-174.5,-89.5,0.129450
-174.5,-88.5,0.158275
-174.5,-87.5,0.170746
-174.5,-86.5,0.170850
-174.5,-85.5,0.169150
-174.5,-84.5,0.172481
-174.5,-83.5,0.178822
-174.5,-82.5,0.180250
-174.5,-81.5,0.170339
-174.5,-80.5,0.150156
-174.5,-79.5,0.129423
-174.5,-78.5,0.123226
-174.5,-77.5,0.146425
-174.5,-76.5,0.207444
-174.5,-75.5,0.302721
-174.5,-74.5,0.413952
-174.5,-73.5,0.511112
-174.5,-72.5,0.562504
-174.5,-71.5,0.548490
-174.5,-70.5,0.471562
-174.5,-69.5,0.355897
-174.5,-68.5,0.235695
-174.5,-67.5,NaN
-174.5,-66.5,NaN
-174.5,-65.5,NaN
-174.5,-64.5,NaN
-174.5,-63.5,NaN
-174.5,-62.5,NaN
-173.5,-89.5,0.129651
-173.5,-88.5,0.158663
-173.5,-87.5,0.170993
-173.5,-86.5,0.170790
-173.5,-85.5,0.168695
-173.5,-84.5,0.171446
-173.5,-83.5,0.176975
-173.5,-82.5,0.177601
-173.5,-81.5,0.167377
-173.5,-80.5,0.147707
-173.5,-79.5,0.128111
-173.5,-78.5,0.122881
-173.5,-77.5,0.145882
-173.5,-76.5,0.204959
-173.5,-75.5,0.296806
-173.5,-74.5,0.404160
-173.5,-73.5,0.498340
-173.5,-72.5,0.548644
-173.5,-71.5,0.535673
-173.5,-70.5,0.461388
-173.5,-69.5,0.349040
-173.5,-68.5,0.232004
-173.5,-67.5,NaN
-173.5,-66.5,NaN
-173.5,-65.5,NaN
-173.5,-64.5,NaN
-173.5,-63.5,NaN
-173.5,-62.5,NaN
-172.5,-89.5,0.129846
-172.5,-88.5,0.159036
-172.5,-87.5,0.171220
-172.5,-86.5,0.170699
-172.5,-85.5,0.168180
-172.5,-84.5,0.170301
-172.5,-83.5,0.174975
-172.5,-82.5,0.174807
-172.5,-81.5,0.164366
-172.5,-80.5,0.145397
-172.5,-79.5,0.127180
-172.5,-78.5,0.123137
-172.5,-77.5,0.146054
-172.5,-76.5,0.203140
-172.5,-75.5,0.291346
-172.5,-74.5,0.394513
-172.5,-73.5,0.485385
-172.5,-72.5,0.534329
-172.5,-71.5,0.522213
-172.5,-70.5,0.450465
-172.5,-69.5,0.341404
-172.5,-68.5,0.227592
-172.5,-67.5,NaN
-172.5,-66.5,NaN
-172.5,-65.5,NaN
-172.5,-64.5,NaN
-172.5,-63.5,NaN
-172.5,-62.5,NaN
-171.5,-89.5,0.130035
-171.5,-88.5,0.159394
-171.5,-87.5,0.171427
-171.5,-86.5,0.170579
-171.5,-85.5,0.167606
-171.5,-84.5,0.169055
-171.5,-83.5,0.172844
-171.5,-82.5,0.171904
-171.5,-81.5,0.161348
-171.5,-80.5,0.143262
-171.5,-79.5,0.126646
-171.5,-78.5,0.123984
-171.5,-77.5,0.146916
-171.5,-76.5,0.201983
-171.5,-75.5,0.286406
-171.5,-74.5,0.385177
-171.5,-73.5,0.472523
-171.5,-72.5,0.519914
-171.5,-71.5,0.508486
-171.5,-70.5,0.439130
-171.5,-69.5,0.333244
-171.5,-68.5,0.222608
-171.5,-67.5,NaN
-171.5,-66.5,NaN
-171.5,-65.5,NaN
-171.5,-64.5,NaN
-171.5,-63.5,NaN
-171.5,-62.5,NaN
-170.5,-89.5,0.130218
-170.5,-88.5,0.159736
-170.5,-87.5,0.171614
-170.5,-86.5,0.170429
-170.5,-85.5,0.166978
-170.5,-84.5,0.167719
-170.5,-83.5,0.170605
-170.5,-82.5,0.168928
-170.5,-81.5,0.158366
-170.5,-80.5,0.141335
-170.5,-79.5,0.126515
-170.5,-78.5,0.125396
-170.5,-77.5,0.148430
-170.5,-76.5,0.201473
-170.5,-75.5,0.282039
-170.5,-74.5,0.376313
-170.5,-73.5,0.460028
-170.5,-72.5,0.505755
-170.5,-71.5,0.494881
-170.5,-70.5,0.427746
-170.5,-69.5,0.324851
-170.5,-68.5,0.217244
-170.5,-67.5,NaN
-170.5,-66.5,NaN
-170.5,-65.5,NaN
-170.5,-64.5,NaN
-170.5,-63.5,NaN
-170.5,-62.5,NaN
-169.5,-89.5,0.130395
-169.5,-88.5,0.160063
-169.5,-87.5,0.171782
-169.5,-86.5,0.170251
-169.5,-85.5,0.166299
-169.5,-84.5,0.166306
-169.5,-83.5,0.168283
-169.5,-82.5,0.165915
-169.5,-81.5,0.155457
-169.5,-80.5,0.139640
-169.5,-79.5,0.126781
-169.5,-78.5,0.127334
-169.5,-77.5,0.150540
-169.5,-76.5,0.201580
-169.5,-75.5,0.278289
-169.5,-74.5,0.368071
-169.5,-73.5,0.448165
-169.5,-72.5,0.492207
-169.5,-71.5,0.481789
-169.5,-70.5,0.416687
-169.5,-69.5,0.316540
-169.5,-68.5,0.211726
-169.5,-67.5,NaN
-169.5,-66.5,NaN
-169.5,-65.5,NaN
-169.5,-64.5,NaN
-169.5,-63.5,NaN
-169.5,-62.5,NaN
-168.5,-89.5,0.130565
-168.5,-88.5,0.160375
-168.5,-87.5,0.171930
-168.5,-86.5,0.170047
-168.5,-85.5,0.165575
-168.5,-84.5,0.164828
-168.5,-83.5,0.165903
-168.5,-82.5,0.162901
-168.5,-81.5,0.152658
-168.5,-80.5,0.138195
-168.5,-79.5,0.127429
-168.5,-78.5,0.129749
-168.5,-77.5,0.153183
-168.5,-76.5,0.202265
-168.5,-75.5,0.275190
-168.5,-74.5,0.360593
-168.5,-73.5,0.437187
-168.5,-72.5,0.479611
-168.5,-71.5,0.469595
-168.5,-70.5,0.406334
-168.5,-69.5,0.308646
-168.5,-68.5,0.206310
-168.5,-67.5,NaN
-168.5,-66.5,NaN
-168.5,-65.5,NaN
-168.5,-64.5,NaN
-168.5,-63.5,NaN
-168.5,-62.5,NaN
-167.5,-89.5,0.130730
-167.5,-88.5,0.160672
-167.5,-87.5,0.172061
-167.5,-86.5,0.169817
-167.5,-85.5,0.164811
-167.5,-84.5,0.163298
-167.5,-83.5,0.163489
-167.5,-82.5,0.159918
-167.5,-81.5,0.149999
-167.5,-80.5,0.137011
-167.5,-79.5,0.128435
-167.5,-78.5,0.132580
-167.5,-77.5,0.156283
-167.5,-76.5,0.203479
-167.5,-75.5,0.272764
-167.5,-74.5,0.354003
-167.5,-73.5,0.427330
-167.5,-72.5,0.468289
-167.5,-71.5,0.458668
-167.5,-70.5,0.397059
-167.5,-69.5,0.301503
-167.5,-68.5,0.201267
-167.5,-67.5,NaN
-167.5,-66.5,NaN
-167.5,-65.5,NaN
-167.5,-64.5,NaN
-167.5,-63.5,NaN
-167.5,-62.5,NaN
-166.5,-89.5,0.130889
-166.5,-88.5,0.160953
-166.5,-87.5,0.172173
-166.5,-86.5,0.169563
-166.5,-85.5,0.164011
-166.5,-84.5,0.161730
-166.5,-83.5,0.161065
-166.5,-82.5,0.157000
-166.5,-81.5,0.147507
-166.5,-80.5,0.136091
-166.5,-79.5,0.129766
-166.5,-78.5,0.135760
-166.5,-77.5,0.159760
-166.5,-76.5,0.205166
-166.5,-75.5,0.271021
-166.5,-74.5,0.348408
-166.5,-73.5,0.418802
-166.5,-72.5,0.458533
-166.5,-71.5,0.449352
-166.5,-70.5,0.389217
-166.5,-69.5,0.295444
-166.5,-68.5,0.196873
-166.5,-67.5,NaN
-166.5,-66.5,NaN
-166.5,-65.5,NaN
-166.5,-64.5,NaN
-166.5,-63.5,NaN
-166.5,-62.5,NaN
-165.5,-89.5,0.131041
-165.5,-88.5,0.161220
-165.5,-87.5,0.172267
-165.5,-86.5,0.169286
-165.5,-85.5,0.163181
-165.5,-84.5,0.160138
-165.5,-83.5,0.158657
-165.5,-82.5,0.154175
-165.5,-81.5,0.145205
-165.5,-80.5,0.135434
-165.5,-79.5,0.131383
-165.5,-78.5,0.139214
-165.5,-77.5,0.163525
-165.5,-76.5,0.207262
-165.5,-75.5,0.269959
-165.5,-74.5,0.343895
-165.5,-73.5,0.411781
-165.5,-72.5,0.450599
-165.5,-71.5,0.441953
-165.5,-70.5,0.383133
-165.5,-69.5,0.290782
-165.5,-68.5,0.193400
-165.5,-67.5,NaN
-165.5,-66.5,NaN
-165.5,-65.5,NaN
-165.5,-64.5,NaN
-165.5,-63.5,NaN
-165.5,-62.5,NaN
-164.5,-89.5,0.131187
-164.5,-88.5,0.161472
-164.5,-87.5,0.172344
-164.5,-86.5,0.168989
-164.5,-85.5,0.162328
-164.5,-84.5,0.158534
-164.5,-83.5,0.156286
-164.5,-82.5,0.151471
-164.5,-81.5,0.143110
-164.5,-80.5,0.135032
-164.5,-79.5,0.133239
-164.5,-78.5,0.142861
-164.5,-77.5,0.167488
-164.5,-76.5,0.209697
-164.5,-75.5,0.269564
-164.5,-74.5,0.340523
-164.5,-73.5,0.406407
-164.5,-72.5,0.444697
-164.5,-71.5,0.436731
-164.5,-70.5,0.379096
-164.5,-69.5,0.287804
-164.5,-68.5,0.191105
-164.5,-67.5,NaN
-164.5,-66.5,NaN
-164.5,-65.5,NaN
-164.5,-64.5,NaN
-164.5,-63.5,NaN
-164.5,-62.5,NaN
-163.5,-89.5,0.131327
-163.5,-88.5,0.161710
-163.5,-87.5,0.172404
-163.5,-86.5,0.168674
-163.5,-85.5,0.161457
-163.5,-84.5,0.156934
-163.5,-83.5,0.153974
-163.5,-82.5,0.148911
-163.5,-81.5,0.141236
-163.5,-80.5,0.134870
-163.5,-79.5,0.135286
-163.5,-78.5,0.146621
-163.5,-77.5,0.171553
-163.5,-76.5,0.212394
-163.5,-75.5,0.269804
-163.5,-74.5,0.338324
-163.5,-73.5,0.402777
-163.5,-72.5,0.440986
-163.5,-71.5,0.433896
-163.5,-70.5,0.377348
-163.5,-69.5,0.286761
-163.5,-68.5,0.190225
-163.5,-67.5,NaN
-163.5,-66.5,NaN
-163.5,-65.5,NaN
-163.5,-64.5,NaN
-163.5,-63.5,NaN
-163.5,-62.5,NaN
-162.5,-89.5,0.131461
-162.5,-88.5,0.161933
-162.5,-87.5,0.172448
-162.5,-86.5,0.168341
-162.5,-85.5,0.160574
-162.5,-84.5,0.155350
-162.5,-83.5,0.151743
-162.5,-82.5,0.146519
-162.5,-81.5,0.139592
-162.5,-80.5,0.134930
-162.5,-79.5,0.137468
-162.5,-78.5,0.150409
-162.5,-77.5,0.175627
-162.5,-76.5,0.215273
-162.5,-75.5,0.270632
-162.5,-74.5,0.337296
-162.5,-73.5,0.400941
-162.5,-72.5,0.439565
-162.5,-71.5,0.433596
-162.5,-70.5,0.378078
-162.5,-69.5,0.287865
-162.5,-68.5,0.190967
-162.5,-67.5,NaN
-162.5,-66.5,NaN
-162.5,-65.5,NaN
-162.5,-64.5,NaN
-162.5,-63.5,NaN
-162.5,-62.5,NaN
-161.5,-89.5,0.131588
-161.5,-88.5,0.162141
-161.5,-87.5,0.172476
-161.5,-86.5,0.167994
-161.5,-85.5,0.159685
-161.5,-84.5,0.153795
-161.5,-83.5,0.149611
-161.5,-82.5,0.144311
-161.5,-81.5,0.138183
-161.5,-80.5,0.135191
-161.5,-79.5,0.139730
-161.5,-78.5,0.154142
-161.5,-77.5,0.179614
-161.5,-76.5,0.218247
-161.5,-75.5,0.271984
-161.5,-74.5,0.337407
-161.5,-73.5,0.400898
-161.5,-72.5,0.440470
-161.5,-71.5,0.435912
-161.5,-70.5,0.381414
-161.5,-69.5,0.291281
-161.5,-68.5,0.193506
-161.5,-67.5,NaN
-161.5,-66.5,NaN
-161.5,-65.5,NaN
-161.5,-64.5,NaN
-161.5,-63.5,NaN
-161.5,-62.5,NaN
-160.5,-89.5,0.131709
-160.5,-88.5,0.162335
-160.5,-87.5,0.172489
